date;entity;sector;MDSCIsc;MDSCNsc;SPIsc;SPNsc;FCHIsc;FCHNsc;EXPCNsc;NRACNsc;RUSCIsc;RUSCNsc;AKMCNsc
736055;ЦентрОбувь ТД;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
736055;ХФЛ Финанс;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;СИБУР Холдинг;Нефтегазовый;10;NaN;NaN;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN
736055;ЕвропейскиеПолиграф-техн;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;КОТАР;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Техинвест Балашиха;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Евразия недвижимость;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;Ангстрем СПб;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;Правоурмийское;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Ниагара;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;МИРС;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;МРСК Центра и Приволжья;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Пионер ГК;Строительство;NaN;NaN;17;13;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;ВТБ Лизинг Финанс;Финанс.сервисы;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Эко-Инжиниринг;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Атомэнергопром;Электроэнергетика;10;1;10;1;9;0;NaN;NaN;NaN;NaN;NaN
736055;АФГ Националь;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;Обувьрус;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Юникстейт;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;Лайф ФК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;Газпром-Медиа Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Голден Фандс;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736055;Кингкоул;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;Главная дорога;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
736055;КД Групп;;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;ГПФ;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Русская аквакультура;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;2
736055;Мираторг АПХ;;NaN;NaN;NaN;NaN;14;7;NaN;NaN;NaN;NaN;NaN
736055;Стройгазмонтаж;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
736055;Информинвестгрупп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;Промтрансинвест;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;ТГ-Терминал;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Национальная Медиа Группа;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Газпром капитал;Нефтегазовый;NaN;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;АСЦ-Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;Даверна;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Сервистрансклининг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;НТЦ;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;ГЕОТЕК Сейсморазв;Нефтегазовый;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;ВЕКАСТРОЙ;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;Дельта-Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
736055;РегионИнвест Москва;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;Волга Инженерная Группа;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;Полтавская ЗернКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;ГарантФонд Забайкальск;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;3;NaN
736055;НациональнаяНеруднаяКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;Приманыческий;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;СевВостУгольКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;БерезкаГаз Обь;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736055;РТИ;;NaN;NaN;NaN;NaN;NaN;NaN;1;3;NaN;NaN;NaN
736055;Русь АПК;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;ОТК Магистраль;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Платинум Недвижимость;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Ривьера;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Управление отходами;ЖКХ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
736055;НДК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Строй Престиж;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;ТЕНЕКС-Сервис;;NaN;NaN;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;НефтеТрансСервис;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Гранд-Маркет-Ф;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;РИК;;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;ЭР-Телеком Холдинг;;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;РОСНАНО;Технологии;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Россети;Электроэнергетика;11;2;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;БЭТ;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;ФПК;;10;1;10;NaN;10;1;NaN;NaN;NaN;NaN;NaN
736055;Автодор ГК;Строительство;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;ОбъединКондитерыФинанс;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;ТрансКонтейнер;Транспорт;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
736055;МЕГАКОМ;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736055;Центр Экспертных Решений;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;Совхоз Московский+;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Хортекс–Центр;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;АКМ Лоджистикс;;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
736055;Ак Барс Строй;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;МРСК Волги;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;ТПГК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736055;Нефтегазоптимизация;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;ИНТЭК-Западная Сибирь;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Селигдар;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736055;Инвестгеосервис;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Опторг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;9;NaN
736055;ЛИИН;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Вертолеты России;Машиностроение;12;3;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
736055;ИКС 5 ФИНАНС;Ритейл;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Сервис-ВС;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;УНГП-Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
735965;Росгосстрах;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Газпром;Нефтегазовый;7;NaN;8;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735965;Роснефть НК;Нефтегазовый;8;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;ЛУКОЙЛ НК;Нефтегазовый;8;NaN;9;0;8;NaN;NaN;NaN;NaN;NaN;NaN
735965;Транснефть АК;Нефтегазовый;8;0;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;РЖД;Транспорт;8;0;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735965;Мосэнерго (ТГК-3);Электроэнергетика;NaN;NaN;11;2;10;2;NaN;NaN;NaN;NaN;NaN
735965;Ленэнерго;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Мосэлектрощит;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Башнефть;Нефтегазовый;11;2;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735965;Татнефть;Нефтегазовый;9;0;NaN;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN
735965;Якутуголь ХК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
735965;Северсталь;Металлургический;10;NaN;10;1;10;2;NaN;NaN;NaN;NaN;NaN
735965;ММК;Металлургический;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735965;Ашинский МетЗд;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735965;Кокс Кемерово;Металлургический;14;7;14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Казаньоргсинтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN
735965;Акрон;Химпром, минудобрения;13;4;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735965;Уралкалий;Химпром, минудобрения;9;0;9;0;9;NaN;NaN;NaN;NaN;NaN;NaN
735965;Куйбышевазот;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
735965;Минудобрения Россошь;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Уралмашзавод;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Уралхиммаш;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;КАМАЗ;Автомобили и запчасти;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Архангельский ЦБК;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735965;Нарзан;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735965;КрЭВРЗ;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Стройтрансгаз;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735965;Заречье им. Кушнарева;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Черноерковское;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Цимлянский;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Туапсинский МТП;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735965;НМТП;Транспорт;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;ДВМП;Транспорт;NaN;NaN;14;NaN;14;7;NaN;NaN;NaN;NaN;NaN
735965;Сахалинское МорПар-во;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Совкомфлот;Транспорт;13;5;10;1;12;NaN;NaN;NaN;NaN;NaN;NaN
735965;ЮТЭйр АвиаКомп;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN;NaN
735965;Салмо;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Балтийский лизинг ОАО;Финанс.сервисы;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
735965;Ингосстрах;Страхование;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Гостиница Белград;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Краснодаргоргаз;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Водоканал С-Пб ГУП;ЖКХ;9;0;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Мосводоканал;ЖКХ;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Серебрянский Цемент Завод;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Распадская;Горнодобыча;14;7;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735965;Якутуглестрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Силовые Машины;Машиностроение;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Сетевая Компания;;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN
735965;ГАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735965;НЛМК;Металлургический;9;0;10;1;9;1;NaN;NaN;NaN;NaN;NaN
735965;Азот Кемерово;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
735965;Газпром нефтехим Салават;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735965;Нижнекамскнефтехим;Химпром, минудобрения;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;РУСАЛ Братск;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735965;АС АМУР;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Иркут НПК;Машиностроение;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;УОМЗ ПО;Машиностроение;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Плутон;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735965;250 ЗЖБИ;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735965;Торговый дом ЦВУП;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ТЭПК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735965;Союз Святого Иоанна Воина;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ЦентрИнновационРазвития;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Конданефть НК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Междуречье;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Группа ЛСР;Строительство;14;7;NaN;NaN;14;NaN;NaN;NaN;NaN;NaN;NaN
735965;Трансаэро АК;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Артсистемстрой;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735965;Охотный Ряд Делюкс;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Росгосстрах ООО;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Самолет Девелопмент;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Валентин Юдашкин;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Жива СО;Страхование;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Перовский ТД;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Органика синтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735965;РЕСО-Гарантия;Страхование;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;ЦентрИнновационныхРешений;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;9;NaN
735965;Гостиница Сибирь;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Новые ФитингТех;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;НациональнСурьмянаяКомп;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ЖЛПК;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Шерризон-Норд;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Почта России;Транспорт;NaN;NaN;NaN;NaN;8;0;NaN;0;NaN;NaN;NaN
735965;ДОРАДО;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Обувь России;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735965;МегаФон Финанс;Телекоммуникации;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Помощь СО;Страхование;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;ВЭБ-лизинг;Финанс.сервисы;NaN;NaN;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735965;Темпторг;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ПОЛИТЕКС;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;11;8;NaN
735965;ИнВест-Полис;Страхование;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Мечел;Металлургический;18;17;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4
735965;СИБМЕТИНВЕСТ;Металлургический;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Кузбассразрезуголь УК;Горнодобыча;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Мактрен-Нафта;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Газпромбанк-инвест;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735965;Экспо-Плаза;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735965;Энергогарант САК;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;ВымпелКом;Телекоммуникации;12;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Ростелеком;Телекоммуникации;NaN;NaN;10;NaN;9;1;NaN;NaN;NaN;NaN;NaN
735965;СТРАВЕ;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;СОГАЗ;Страхование;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Т2 РТК ХОЛДИНГ;Телекоммуникации;NaN;NaN;NaN;NaN;13;5;1;NaN;NaN;NaN;1
735965;ЕвроХим МХК;Химпром, минудобрения;NaN;NaN;11;2;11;3;NaN;NaN;NaN;NaN;NaN
735965;Русс-Инвест ИК;Финанс.сервисы;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;ИСР Транс;Прочие;16;12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;ДК Девелопмент;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735965;МАКРОН-СТ;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ИНТЕРМАРС;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ИНГЕОКОМ КРК;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735965;КРОСТ ПСФ;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Теле2-Санкт-Петербург;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
735965;ЖКХ РС(Я);ЖКХ;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735965;Алроса АК;Горнодобыча;12;NaN;12;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN
735965;Стандарт-Инвест;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735965;Каркаде;Ритейл;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735965;Москворецкое;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ЛЕКСГАРАНТ;Страхование;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Южный Кузбасс;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
735965;СУ-155;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ПЕТЕРБУРГСТРОЙ;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Система АФК;Финанс.сервисы;13;NaN;11;NaN;12;4;1;NaN;6;0;0
735965;ГарденХиллс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Аэрофлот;Транспорт;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735965;Сбербанк Лизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735965;Транснефть СК;Страхование;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Эдисонэнерго;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ГлавТоргПродукт;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735965;МегаФон;Телекоммуникации;9;NaN;9;0;10;2;NaN;NaN;NaN;NaN;NaN
735965;ЛенСпецСМУ ССМО;Строительство;NaN;NaN;13;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735965;Ангстрем Трейдинг;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Новатэк;Нефтегазовый;9;NaN;9;0;9;1;NaN;NaN;NaN;NaN;NaN
735965;Интрарос;Торговля оборудованием;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Интер РАО;Электроэнергетика;10;1;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735965;Кварт Тюмень;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ИНГА;Торговля оборудованием;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Жилище;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735965;ЮУГПК;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Уралнефтегазпром;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735965;БТУ;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;ВосточнаяГорноруднаяКомп;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Стройжилинвест;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN
735965;Назаровская ГРЭС;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735965;Завод ЭЛКАП;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Эркафарм;Фармацевтика;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;Евразийский;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735965;ПИК ГК;Строительство;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
