date;entity_id;entity;sector;MDS_Bank;SP_Bank;FCH_Bank;EXP_Bank;NRA_Bank;RUS_Bank;AKM_Bank
01-Jul-2012;9317135;МИнБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;9317460;М БАНК;Банки;NaN;NaN;NaN;NaN;NaN;6;NaN
01-Jul-2012;9317619;Балтика АКБ;Банки;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2012;9318608;БАНК РСБ 24;Банки;8;NaN;NaN;3;NaN;NaN;3
01-Jul-2012;9318941;Московский Кредитный Банк;Банки;5;4;4;NaN;NaN;2;NaN
01-Jul-2012;9320752;СКБ-Банк;Банки;5;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2012;9610355;Собинбанк АБ;Банки;9;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2012;9610444;Альфа-Банк;Банки;NaN;2;2;NaN;0;0;NaN
01-Jul-2012;9610839;Еврофинанс Моснарбанк АКБ;Банки;3;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2012;9620046;Банк МНХБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;9620230;Агросоюз КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;9620276;Башкомснаббанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;9620767;Банк Возрождение;Банки;3;3;NaN;NaN;NaN;3;NaN
01-Jul-2012;9620885;М2М Прайвет Банк;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;9801322;Новопокровский КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;9801500;Челиндбанк АКБ;Банки;NaN;NaN;6;NaN;NaN;8;NaN
01-Jul-2012;9801575;ЧЕЛЯБИНВЕСТБАНК;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;9801670;Холмсккомбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;9801871;Советский банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;9804094;МДМ Банк;Банки;2;3;3;NaN;NaN;2;NaN
01-Jul-2012;9804102;Банк Российский Кредит;Банки;11;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;9804148;Россия АБ;Банки;6;5;NaN;1;NaN;NaN;NaN
01-Jul-2012;9804622;СИБНЕФТЕБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;9806035;Банк АВБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;9806207;Кольцо Урала КБ;Банки;NaN;9;NaN;1;NaN;NaN;NaN
01-Jul-2012;9806271;Темпбанк МАБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;9806319;Инвестбанк АКБ;Банки;NaN;NaN;NaN;NaN;4;8;NaN
01-Jul-2012;9806512;Балтийский Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;9806561;Экспресс-Кредит АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;9806578;МБСПб;Банки;NaN;8;12;NaN;NaN;9;NaN
01-Jul-2012;9806673;Далькомбанк;Банки;NaN;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2012;9806868;ЦентроКредит АКБ;Банки;8;9;11;NaN;3;NaN;NaN
01-Jul-2012;9807247;ЮниКредит Банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2012;9807336;ГУТА-БАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;9807543;Урал ФД АКБ;Банки;8;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;9807684;Банк ГПБ;Банки;0;1;NaN;0;NaN;1;NaN
01-Jul-2012;9807804;ХКФ Банк;Банки;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;9808117;Кредит-Москва АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;9808755;Волго-Камский банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;9809068;ВОКБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;9809128;УБРиР;Банки;NaN;6;NaN;NaN;3;8;NaN
01-Jul-2012;10041566;Региональный кредит КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;10163980;КЕДР КБ;Банки;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;10332973;Восточный Экспресс КБ;Банки;5;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2012;10561293;Банк Вологжанин;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;10645063;Эллипс КБ;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;10658812;Саровбизнесбанк;Банки;NaN;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2012;10668259;НБД-Банк;Банки;5;NaN;NaN;NaN;NaN;6;NaN
01-Jul-2012;10731360;Иваново КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;10844124;Элита банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;10919075;Хлынов КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;11707493;Русфинанс Банк;Банки;1;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;11729454;Русский земельный банк, АКБ;Банки;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2012;11921234;Форштадт АКБ;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;12507282;ХМБ Открытие;Банки;3;NaN;NaN;NaN;NaN;2;NaN
01-Jul-2012;12844128;Еврокоммерц КБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2012;12925200;КС-Банк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;13000065;Спурт АКБ;Банки;NaN;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2012;13001745;Ак Барс АКБ;Банки;5;NaN;4;NaN;NaN;2;NaN
01-Jul-2012;13001981;Акибанк;Банки;8;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;13068554;БыстроБанк;Банки;NaN;NaN;12;NaN;NaN;NaN;NaN
01-Jul-2012;13243000;РосДорБанк;Банки;8;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;14284024;РИАБАНК;Банки;NaN;NaN;NaN;3;NaN;NaN;3
01-Jul-2012;16249960;АйМаниБанк;Банки;9;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;16578422;БКС Банк;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2012;16582292;Русский Ипотечный Банк;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2012;16799712;АФ Банк, ОАО;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;17023028;Интерактивный Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;17180609;Ланта-Банк КБ;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;17226837;Альба-Альянс КБ;Банки;8;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;17399561;Первый РеспубликанБанк;Банки;9;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2012;17504207;Пересвет АКБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;17507909;Алеф-банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;17508352;Финпромбанк АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;17508783;Образование АКИБ;Банки;NaN;9;NaN;NaN;5;NaN;2
01-Jul-2012;17512023;Банк Интеза;Банки;1;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;17514743;Транснациональный банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;17515263;Мастер-Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;17516067;МТС-Банк;Банки;NaN;NaN;6;NaN;NaN;3;1
01-Jul-2012;17522116;РОСБАНК;Банки;0;1;0;NaN;NaN;0;NaN
01-Jul-2012;17523370;Русский Стандарт Банк;Банки;3;5;NaN;NaN;NaN;4;NaN
01-Jul-2012;17525770;Российский Капитал АКБ;Банки;10;NaN;8;NaN;3;NaN;NaN
01-Jul-2012;17526887;Банк ФК Открытие;Банки;3;NaN;3;NaN;0;2;NaN
01-Jul-2012;17527102;Банк ПроектФинансиров;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;17527415;Абсолют Банк;Банки;3;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2012;17529124;ТрансКредитБанк;Банки;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;17532103;Банк Клиентский;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;17534020;Пробизнесбанк АКБ;Банки;7;NaN;12;NaN;NaN;3;NaN
01-Jul-2012;17534094;Связной Банк;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;17534194;Банк СОЮЗ;Банки;NaN;6;NaN;NaN;NaN;9;NaN
01-Jul-2012;17535627;МеталлИнвестБанк;Банки;7;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2012;17536845;БНКВ;Банки;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2012;17537224;Межтрастбанк КБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2012;17539789;Генбанк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;17541272;Новикомбанк АКБ;Банки;7;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;17541355;Инг Банк (Евразия);Банки;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;17541800;Мосуралбанк АКБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2012;17543549;БИНБАНК;Банки;7;6;NaN;NaN;3;2;NaN
01-Jul-2012;17544193;Юникорбанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;17544201;Гарант-Инвест КБ;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2012;17546341;Экономикс-Банк;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2012;17546460;Банк Западный;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;17546631;Рост АБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;17546909;МеждФинКлуб АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;17546938;Банк РасчетовИСбережений;Банки;NaN;NaN;NaN;NaN;8;10;NaN
01-Jul-2012;17667493;Трансстройбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;18166936;НЗБанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;18511570;Денизбанк Москва;Банки;NaN;NaN;1;NaN;NaN;NaN;NaN
01-Jul-2012;18753303;Мидзухо Банк(Москва);Банки;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2012;18866059;ДельтаКредит КБ;Банки;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;18933034;МСП БАНК;Банки;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;20501951;КИТ Финанс ИБ;Банки;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2012;20606880;ВТБ 24;Банки;0;NaN;0;NaN;NaN;0;NaN
01-Jul-2012;20986262;СИБСОЦБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;21182608;Газбанк КБ;Банки;9;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2012;21291250;Солидарность КБ;Банки;9;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;21293615;Унифин КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;21301875;Земский банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;21553996;Банк КУБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;21768455;Ермак НГАБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;21887160;МеждународКоммерБанк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;22360041;РусЮгбанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;22779691;Промэнергобанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;22881700;Энерготрансбанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;23773638;ИТ Банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;24153783;Росэнергобанк;Банки;9;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2012;24635252;Промрегионбанк;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2012;25054072;Меткомбанк;Банки;8;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;25085167;Банк24.ру;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2012;25094551;МОСОБЛБАНК;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;25127115;Эсидбанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;26237308;Транскапиталбанк АКБ;Банки;4;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;26482634;Кранбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;26781450;Банк Северный Кредит;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;26902728;Банк Агророс;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;27068718;АлтайБизнес-Банк АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;27089962;Зернобанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;27210292;Центр-Инвест КБ;Банки;3;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2012;27297123;ИнвестКапиталБанк;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;27456165;Таврический АКБ;Банки;NaN;8;NaN;NaN;NaN;6;NaN
01-Jul-2012;27800243;Актив Банк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29034830;Ситибанк КБ;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2012;29039419;Банк Инноваций и Развития;Банки;NaN;9;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;29055884;Русский Торговый Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;29284662;Банк Сбережений и Кредита;Банки;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2012;29284797;ОБПИ АКБ;Банки;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2012;29287152;ПИР Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;29289642;Банк БКФ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29289903;Славия АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29290881;Тинькофф Банк;Банки;7;NaN;7;NaN;NaN;NaN;NaN
01-Jul-2012;29292006;Держава АКБ;Банки;9;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29292450;ОПМ-Банк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;29292940;Банк Москвы АКБ;Банки;NaN;NaN;0;NaN;NaN;1;NaN
01-Jul-2012;29293553;Инвестторгбанк АКБ;Банки;6;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2012;29293885;ОТП Банк;Банки;2;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2012;29293916;ТЭМБР-БАНК;Банки;NaN;NaN;NaN;2;6;NaN;NaN
01-Jul-2012;29295677;Росавтобанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29295996;НББ, ОАО;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2012;29296062;НРБанк;Банки;7;NaN;8;NaN;3;NaN;NaN
01-Jul-2012;29296174;Юниаструм Банк;Банки;6;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;29296820;Синко-Банк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29298144;Эргобанк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;29303313;ИШБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29304028;Авангард АКБ;Банки;7;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2012;29304075;Банк Развитие-Столица;Банки;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;29304086;Интеркредит КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;29305039;Пульс Столицы КБ;Банки;NaN;NaN;NaN;NaN;NaN;10;NaN
01-Jul-2012;29306211;РГС Банк;Банки;7;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29306234;Экспобанк;Банки;9;NaN;NaN;NaN;NaN;5;NaN
01-Jul-2012;29306553;Нацинвестпромбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29307251;ФДБ КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;29308428;НС Банк;Банки;9;NaN;NaN;1;4;NaN;1
01-Jul-2012;29310827;Открытие Банк;Банки;NaN;7;NaN;NaN;3;NaN;NaN
01-Jul-2012;29313754;ЯР-Банк;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2012;29313978;ЕВРОТРАСТ КБ, ЗАО;Банки;10;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;29314653;МФБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;29318349;Роспромбанк;Банки;8;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;29318786;Банк Жилфинанс;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;29320033;Русстройбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29323250;Транспортный КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;29323770;Банк ИПБ;Банки;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;29325987;Банк Зенит;Банки;NaN;NaN;6;NaN;NaN;3;NaN
01-Jul-2012;29351298;Мой Банк;Банки;11;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;29351447;Межтопэнергобанк АКБ;Банки;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2012;29351619;Фондсервисбанк;Банки;8;NaN;NaN;NaN;4;6;NaN
01-Jul-2012;29351677;Легион АКБ;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;29351683;БАНК ИТБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;29351758;РМБ КБ;Банки;8;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2012;29351826;ИнтрастБанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;29393440;ЛОКО-Банк КБ;Банки;6;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2012;29402558;ИНКАРОБАНК (ЗАО), АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;29465091;НК Банк;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;31029552;ПетербургСоцКомБанк;Банки;7;NaN;11;NaN;NaN;NaN;NaN
01-Jul-2012;31233726;УралКапиталБанк;Банки;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2012;31452865;Алмазэргиэнбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;32020814;БАНК УРАЛСИБ;Банки;NaN;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2012;32237844;Алтайкапиталбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;32293624;Кубань Кредит КБ;Банки;9;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2012;32542275;Банк Резерв;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;32838957;СЭБ Банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2012;33240417;Экспресс-Волга АКБ;Банки;NaN;NaN;NaN;NaN;5;7;NaN
01-Jul-2012;33275404;Востсибтранскомбанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;33549575;АК Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;33561222;НационалТорговыйБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;33618850;ПримСоцБанк СКБ;Банки;NaN;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2012;33730725;Траст Капитал Банк КБ;Банки;NaN;NaN;NaN;NaN;10;NaN;NaN
01-Jul-2012;33797120;РБР АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;33863696;ИнтехБанк;Банки;NaN;NaN;NaN;2;NaN;NaN;2
01-Jul-2012;33863839;Татфондбанк АИКБ;Банки;9;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;34003547;Банк Йошкар-Ола;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;34236369;БАНК СГБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;34922679;Агропромкредит КБ;Банки;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;35333241;НОТА-Банк;Банки;8;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;35385723;ББР Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;35697262;Приморье АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;35867089;Эксперт Банк;Банки;NaN;NaN;NaN;NaN;9;NaN;NaN
01-Jul-2012;35959503;Мегаполис КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;36260426;Стройлесбанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;36392180;Оренбург КБ;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2012;36425689;Екатеринбург Банк;Банки;NaN;NaN;NaN;NaN;6;8;NaN
01-Jul-2012;36689974;Углеметбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;39092538;Братский АНКБ, ОАО;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;39435553;Банк БФА;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;39464738;БалтИнвестБанк;Банки;8;NaN;NaN;NaN;NaN;NaN;1
01-Jul-2012;40092868;СБ Банк;Банки;8;NaN;NaN;1;3;NaN;NaN
01-Jul-2012;40093098;Нордеа Банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2012;40097897;Мастер-Капитал АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;40099936;БФГ-Кредит КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;40100094;Рублев КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;40133419;Внешпромбанк;Банки;7;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;40148343;Промсвязьбанк;Банки;NaN;NaN;NaN;NaN;1;3;NaN
01-Jul-2012;40152398;Гранд Инвест Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;40154919;Военно-Промбанк АКБ;Банки;NaN;NaN;NaN;NaN;9;NaN;NaN
01-Jul-2012;40198845;Росевробанк;Банки;4;NaN;5;NaN;3;NaN;NaN
01-Jul-2012;40204899;Москомбанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;40275706;Профит Банк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;40354914;Интерпромбанк КБ;Банки;9;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2012;40356362;Маст-банк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;40449715;Эйч-эс-би-си Банк (РР);Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2012;40654987;Банк Казани КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;40696454;Газэнергобанк;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2012;40772422;Дагэнергобанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;41028826;СИАБ;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2012;41761171;Оранжевый КБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2012;42530114;ФИА-банк КБ;Банки;NaN;NaN;NaN;4;5;NaN;NaN
01-Jul-2012;42881635;ВсероссБРР;Банки;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;42943661;Райффайзенбанк;Банки;0;0;0;NaN;NaN;0;NaN
01-Jul-2012;42949184;Первый ЧешскоРоссийКБ;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;43433198;Банк Траст;Банки;NaN;NaN;NaN;2;NaN;6;NaN
01-Jul-2012;44400887;Данске банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2012;44999855;Русьуниверсалбанк;Банки;NaN;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2012;46224302;Хакасский МБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;46360991;Кредит Европа Банк;Банки;3;NaN;4;NaN;NaN;NaN;NaN
01-Jul-2012;47359576;СовременныйКомерческБанк;Банки;2;NaN;NaN;NaN;NaN;0;NaN
01-Jul-2012;52597303;МИА КБ;Банки;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;52750822;Россельхозбанк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2012;54949060;РФИ Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;55000731;Ренессанс Кредит КБ;Банки;NaN;6;8;NaN;NaN;NaN;NaN
01-Jul-2012;55951900;Крайинвестбанк;Банки;NaN;5;6;NaN;NaN;NaN;NaN
01-Jul-2012;56641478;Москоммерцбанк;Банки;NaN;NaN;12;NaN;4;NaN;NaN
01-Jul-2012;56657657;СМП Банк;Банки;9;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2012;57997869;КРК КБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2012;58130187;Дил-банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;58221378;Натиксис Банк;Банки;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;58986098;БНП Париба Банк;Банки;NaN;0;NaN;NaN;NaN;NaN;NaN
